record,uuid,start_date,date,status,hCountry,dTrack,LOIM,xpanelPartner,QualityScore_TOTAL,QC_FLAGSr1,S0,S1,S2r1,S2r2,S2r3,S2r4,S2r5,S2r6,S2r7,S2r8,S2r99,S3,S4r1,S4r2,S4r3,S4r4,S4r99,S5r1,S5r2,S5r3,S5r4,S5r99,S5r98,S6,S6r97oe,S7r1,S7r2,S7r3,S7r4,S7r5,S7r6,S7r7,S7r8,S7r9,S7r10,S7r97,S7r98,S7r97oe,S8,S9r1,S9r2,S9r3,S9r4,S9r5,S9r6,S9r7,S9r8,S9r9,S9r10,S9r99,hS9CountSwitchers,TimeSection_Screener,Q1,Q2,Q3r1,Q3r2,Q3r3,Q3r4,Q3r5,Q3r6,Q3r7,Flag_Q3_SL,Q4,Q5r1,Q6r1,Q6r2,Q6r3,Q6r4,Q6r5,Q6r6,Q6r7,Flag_Q6,Flag_Q6_SL,Q7r1,Q7r2,Q7r3,Q7r4,Q7r5,Flag_Q7_SL,Q8,Q9,hACUVUE,hBAUSCH,TimeSection_Section_A
8325,3bqzfgmes38az9xs,9/10/2025 10:14,9/10/2025 10:21,Qualified,USA,No Changes,5.52,Quest,43.219017299900000,0,"Yes, I consent",Female,No,No,No,No,No,No,No,No,Yes,41,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,1 to 2 years ago,No,No,No,No,No,No,No,No,No,,Yes,No,1.12,9,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,No,Satisfied,My eyes are less irritated by pollen and other allergens throughout allergy season because to the lens technology.,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Agree,Strongly agree,No,No,Applies,Applies,Applies,Does not Apply,Does not Apply,No,Neither agree nor disagree,Strongly agree,No,Yes,4.36
8326,ujcvees546ahszze,9/10/2025 10:15,9/10/2025 10:28,Qualified,USA,No Changes,11.87,Quest,35.640982359700000,1,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,30,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,7 to 12 months ago,No,,No,No,No,No,Yes,No,No,No,No,No,3.02,8,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,No,Satisfied,I can wear them for long hours without any discomfort. They’re easy to insert and remove without any hassle. Perfect for my busy routine with long working hours.,Strongly agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,No,No,Applies,Applies,Applies,Applies,Applies,Yes,Strongly agree,Agree,Yes,No,8.81
8328,s2vz7pj8fdpv488v,9/10/2025 10:15,9/10/2025 10:28,Qualified,USA,No Changes,11.27,Quest,40.453595286700000,1,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,30,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,7 to 12 months ago,No,,No,No,No,No,Yes,No,No,No,No,No,2.89,7,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,No,Satisfied,"Perfect for my busy routine with long working hours. They provide all-day comfort and don’t cause dryness. I appreciate the ease of use, especially when traveling.",Strongly agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,No,No,Applies,Applies,Applies,Applies,Applies,Yes,Agree,Strongly agree,Yes,No,8.35
8330,88nx74nx3xj6djxc,9/10/2025 10:23,9/10/2025 10:29,Qualified,USA,No Changes,4.77,Quest,54.173072770200000,1,"Yes, I consent",Female,No,No,No,No,No,No,No,No,Yes,25,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,7 to 12 months ago,No,,No,No,No,No,Yes,No,No,No,No,No,1.33,8,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,No,Strongly satisfied,"They’re easy to put in and take out, and they fit really well on my eyes. No sliding around or discomfort, which I’ve had with other brands.",Agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly agree,No,No,Applies,Applies,Applies,Applies,Applies,Yes,Strongly agree,Strongly agree,Yes,No,3.41
8331,e8h0hx6dwn325py2,9/10/2025 10:36,9/10/2025 10:46,Qualified,USA,No Changes,8.27,Quest,58.735731268400000,2,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,30,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,7 to 12 months ago,No,,No,No,No,No,Yes,No,No,No,No,No,1.64,7,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,No,Satisfied,"I experience no discomfort while using them during meetings or travel. They are highly breathable, keeping my eyes comfortable all day.",Agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,No,Yes,Applies,Applies,Applies,Applies,Applies,Yes,Agree,Agree,Yes,No,6.61
8357,3gm0r15fcdbd1ybw,9/10/2025 11:44,9/10/2025 11:51,Qualified,USA,No Changes,5.32,Quest,78.367204717300000,1,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,25,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,7 to 12 months ago,No,,No,No,No,No,Yes,No,No,No,No,No,1.73,13,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,No,Strongly satisfied,I’m strongly satisfied because these lenses are extremely comfortable from the moment I put them in until I take them out. I barely notice I'm wearing them.,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Strongly agree,Agree,No,No,Applies,Applies,Applies,Applies,Applies,Yes,Agree,Strongly agree,Yes,No,3.56
8368,kc12756chxze27r3,9/10/2025 13:17,9/10/2025 13:31,Qualified,USA,No Changes,11.65,Quest,51.734323775400000,0,"Yes, I consent",Female,No,No,No,No,No,No,No,No,Yes,40,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,More than 2 years ago,No,No,Yes,No,No,No,No,No,No,,No,No,7.70,11,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,No,Strongly satisfied,Great for the social events where I want to feel confident,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Strongly agree,Agree,No,No,Applies,Applies,Applies,Applies,Does not Apply,No,Strongly agree,Agree,No,Yes,3.91
8369,aktfe86u2uvj08nw,9/10/2025 13:29,9/10/2025 13:37,Qualified,USA,No Changes,6.18,Quest,49.260521330400000,0,"Yes, I consent",Female,No,No,No,No,No,No,No,No,Yes,42,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,More than 2 years ago,No,No,Yes,No,No,No,No,No,No,,No,No,1.53,10,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,No,Strongly satisfied,No stinging and burning when I am wearing them,Agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Agree,No,No,Applies,Applies,Does not Apply,Applies,Applies,No,Strongly agree,Agree,No,Yes,4.61
8381,d5gjuekd1ysqv5pe,9/10/2025 15:06,9/10/2025 15:13,Qualified,USA,No Changes,5.67,Quest,32.325310860900000,0,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,35,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,7 to 12 months ago,No,No,Yes,No,No,No,No,No,No,,No,No,4.09,8,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,No,Satisfied,"My eyes feel hydrated with minimal dryness, which is a big improvement over other brands.",Agree,Strongly agree,Agree,Agree,Strongly disagree,Strongly agree,Strongly agree,No,No,Applies,Does not Apply,Applies,Does not Apply,Applies,No,Agree,Agree,No,Yes,1.53
8382,6hwtp5php9b68yps,9/10/2025 15:06,9/10/2025 15:13,Qualified,USA,No Changes,5.37,Quest,59.943072209800000,0,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,35,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,7 to 12 months ago,No,No,Yes,No,No,No,No,No,No,,No,No,2.84,6,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,No,Satisfied,"The lenses provide clear, sharp vision without blurring or distortion.",Strongly agree,Strongly agree,Agree,Agree,Strongly disagree,Strongly agree,Strongly agree,No,No,Applies,Applies,Does not Apply,Does not Apply,Applies,No,Agree,Agree,No,Yes,2.48
8383,muvhs8mxcvq73b93,9/10/2025 15:08,9/10/2025 15:16,Qualified,USA,No Changes,4.12,Quest,50.763024381000000,0,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,35,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,7 to 12 months ago,No,No,Yes,No,No,No,No,No,No,,No,No,1.86,7,Agree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,No,Satisfied,"They stay comfortable throughout the entire day, even during extended wear.",Agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Agree,No,No,Does not Apply,Applies,Applies,Applies,Does not Apply,No,Agree,Agree,No,Yes,2.22
8389,p3n7cd0m34erqqdx,9/10/2025 15:15,9/10/2025 15:53,Qualified,USA,No Changes,36.60,NextON,38.380887628600000,0,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,35,No,No,No,Yes,No,No,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,7 to 12 months ago,Yes,No,No,No,No,Yes,No,No,Yes,,No,No,14.69,7,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,No,Strongly satisfied,All day comfortable i can wear them all day.,Agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Agree,Strongly agree,No,No,Does not Apply,Applies,Applies,Does not Apply,Applies,No,Strongly agree,Strongly agree,No,Yes,21.85
8400,nttzhnubddrsqk9s,9/10/2025 15:32,9/10/2025 15:38,Qualified,USA,No Changes,5.37,Quest,28.386370695800000,0,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,35,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,7 to 12 months ago,No,No,Yes,No,No,No,No,No,No,,No,No,0.74,9,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,No,Satisfied,"Even after hours of wear, they still feel fresh without the need for eye drops.",Agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly agree,No,No,Does not Apply,Does not Apply,Applies,Applies,Applies,No,Agree,Agree,No,Yes,4.61
8401,f7sek1hha4gb7rzq,9/10/2025 15:32,9/10/2025 15:38,Qualified,USA,No Changes,4.33,Quest,54.147979848400000,0,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,35,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,7 to 12 months ago,No,No,Yes,No,No,No,No,No,No,,No,No,1.73,9,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,No,Satisfied,The lens material feels premium and adapts well to different environments,Strongly agree,Agree,Agree,Strongly agree,Strongly disagree,Strongly agree,Agree,No,No,Applies,Does not Apply,Applies,Does not Apply,Applies,No,Agree,Agree,No,Yes,2.58
8403,vjghj5ejeq60j7rg,9/10/2025 15:38,9/10/2025 15:42,Qualified,USA,No Changes,2.95,Quest,62.373262485300000,0,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,36,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,No,No,No,No,No,No,No,No,Yes,No,No,,7 to 12 months ago,No,No,Yes,No,No,No,No,No,No,,No,No,1.26,8,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,No,Satisfied,Great for screen time; my eyes feel less strained during long workdays.,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,No,No,Does not Apply,Applies,Does not Apply,Applies,Applies,No,Agree,Strongly agree,No,Yes,1.66
8427,d6s21hc9mmcczjv2,9/10/2025 16:03,9/10/2025 16:11,Qualified,USA,No Changes,6.77,Quest,55.584123677000000,2,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,30,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,7 to 12 months ago,No,,No,No,No,No,Yes,No,No,No,No,No,1.99,8,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,No,Strongly satisfied,My eyes stay hydrated throughout the day. I experience no discomfort while using them during meetings or travel. Excellent vision clarity all day long.,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,No,Yes,Applies,Applies,Applies,Applies,Applies,Yes,Agree,Strongly agree,Yes,No,4.74
8428,ffkmv5kfudsmqu6j,9/10/2025 16:04,9/10/2025 16:18,Qualified,USA,No Changes,12.92,Quest,23.113576759700000,0,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,25,No,No,No,Yes,No,Yes,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,7 to 12 months ago,No,,No,No,No,No,No,No,No,No,Yes,No,3.78,10,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly agree,Disagree,Strongly agree,No,Strongly satisfied,"I've been using these lenses for about a year now and they're fantastic. The comfort level is unmatched - I can wear them for 14 hours straight without any dryness or irritation. The vision clarity is crystal clear, making everything from reading small text to driving at night much easier. I love the convenience of daily disposables - no cleaning or storage hassles. The UV protection gives me peace of mind when I'm outdoors. They also make my eyes look naturally bright without that artificial contact lens appearance.",Strongly agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Neither agree nor disagree,Agree,No,No,Applies,Applies,Does not Apply,Applies,Does not Apply,No,Strongly agree,Strongly agree,Yes,No,9.11
8429,srumvhxb939xkfeh,9/10/2025 16:05,9/10/2025 16:49,Qualified,USA,No Changes,42.45,Quest,22.161853649500000,0,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,22,No,No,No,Yes,No,Yes,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,7 to 12 months ago,No,,No,No,No,No,No,No,No,No,Yes,No,39.34,10,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,No,Strongly satisfied,These lenses offer exceptional comfort that lasts from morning until night. The sharp vision helps me with detailed work requiring precision. Daily disposal makes lens care completely hassle-free. The UV blocking feature protects my eyes during outdoor activities. They maintain a natural eye appearance that looks authentic. The moisture retention technology prevents dryness during long computer sessions.,Strongly agree,Agree,Strongly agree,Agree,Strongly disagree,Agree,Strongly agree,No,No,Applies,Does not Apply,Applies,Applies,Applies,No,Strongly agree,Strongly agree,Yes,No,3.08
8512,x01n71btpmt7c0xn,9/10/2025 18:47,9/10/2025 19:09,Qualified,USA,No Changes,20.13,Quest,58.108698273500000,1,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,43,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,1 to 2 years ago,No,,Yes,No,Yes,No,Yes,No,Yes,No,No,No,14.06,10,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,No,Satisfied,"I am satisfied with ACUVUE OASYS 1-Day lenses because they provide all day comfort, clear vision and convenient. The daily disposable design keeps my eyes healthy and reduces dryness effectively.",Agree,Agree,Agree,Agree,Strongly disagree,Strongly agree,Agree,No,No,Applies,Applies,Applies,Applies,Applies,Yes,Agree,Agree,Yes,No,6.07
8548,74vvn0rzb1vsaqhq,9/10/2025 19:39,9/10/2025 20:13,Qualified,USA,No Changes,33.22,Quest,47.559985338700000,0,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,33,Yes,No,No,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,7 to 12 months ago,No,,No,No,No,No,No,No,No,No,Yes,No,11.16,8,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,No,Strongly satisfied,I am really happy with them because they are comfortable to wear all daylong without causing any discomfort and also provide very clear and consistent vision.,Strongly agree,Agree,Agree,Agree,Strongly disagree,Disagree,Agree,No,No,Does not Apply,Does not Apply,Applies,Applies,Applies,No,Agree,Strongly agree,Yes,No,22.02
8549,8tadkj5nt7ej2yh9,9/10/2025 19:39,9/10/2025 20:16,Qualified,USA,No Changes,35.55,Quest,41.752711849700000,0,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,28,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,1 to 2 years ago,No,,No,No,No,No,No,No,No,No,Yes,No,12.90,9,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,No,Satisfied,"Because they are comfortable to wear and don't dry out with long use, they are perfect for wearing for hours.",Strongly agree,Agree,Agree,Agree,Strongly disagree,Neither agree nor disagree,Agree,No,No,Does not Apply,Does not Apply,Applies,Applies,Applies,No,Agree,Agree,Yes,No,22.62
8551,kc2d921k07hzzgrw,9/10/2025 19:58,9/10/2025 20:14,Qualified,USA,No Changes,14.10,Quest,57.067475210400000,0,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,25,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,7 to 12 months ago,No,,No,No,No,No,No,No,No,No,Yes,No,3.26,10,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,No,Satisfied,Because these lenses are fully comfortable to me and it prevents dryness or irritation and provide completely clear vision and they are easy to use.,Strongly agree,Agree,Agree,Agree,Strongly disagree,Disagree,Agree,No,No,Does not Apply,Does not Apply,Applies,Applies,Applies,No,Agree,Agree,Yes,No,10.82
8553,t0a5gst3pq9bvywc,9/10/2025 20:19,9/10/2025 20:27,Qualified,USA,No Changes,7.47,Quest,54.637715923000000,0,"Yes, I consent",Female,No,No,No,No,No,No,No,No,Yes,24,No,No,No,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,1 to 2 years ago,No,,No,No,No,No,No,No,No,No,Yes,No,2.41,8,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,No,Strongly satisfied,"I'm very satisfied with these lenses .They feel lightweight and stay comfortable all day , giving me clear vision without causing any dryness or irritation.",Strongly agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Neither agree nor disagree,Agree,No,No,Applies,Applies,Does not Apply,Applies,Applies,No,Strongly agree,Strongly agree,Yes,No,5.03
8554,gsesnkrswa0e50k8,9/10/2025 20:19,9/10/2025 20:25,Qualified,USA,No Changes,4.68,Quest,36.093903496600000,0,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,22,No,No,No,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,7 to 12 months ago,No,,No,No,No,No,No,No,No,No,Yes,No,1.17,9,Agree,Agree,Strongly agree,Strongly agree,Neither agree nor disagree,Agree,Agree,Strongly agree,No,Satisfied,"They are comfortable enough to wear all day, keep my eyes moist, and provide clear vision without causing any irritation.",Strongly agree,Strongly agree,Agree,Agree,Strongly disagree,Strongly agree,Agree,No,No,Applies,Applies,Applies,Does not Apply,Does not Apply,No,Agree,Agree,Yes,No,3.46
8555,czh1zn567qb61c6p,9/10/2025 20:19,9/10/2025 20:26,Qualified,USA,No Changes,6.20,Quest,41.885644283900000,0,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,24,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,7 to 12 months ago,No,,No,No,No,No,No,No,No,No,Yes,No,1.59,8,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,No,Satisfied,"These lenses are perfect for my daily use and using screens, prevents dryness and ichiness  and is easy to wear and remove for me.",Strongly agree,Agree,Agree,Agree,Strongly disagree,Disagree,Agree,No,No,Does not Apply,Does not Apply,Applies,Applies,Applies,No,Agree,Agree,Yes,No,4.59
8557,955chujha8wn29cd,9/10/2025 20:25,9/10/2025 20:33,Qualified,USA,No Changes,6.25,Quest,43.889762281700000,0,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,30,No,No,No,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,7 to 12 months ago,No,,No,No,No,No,No,No,No,No,Yes,No,2.58,8,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Neither agree nor disagree,No,Strongly satisfied,I’m happy because they remain comfortable throughout my entire workday.,Agree,Neither agree nor disagree,Agree,Agree,Strongly disagree,Strongly agree,Strongly agree,No,No,Applies,Does not Apply,Does not Apply,Applies,Applies,No,Agree,Strongly agree,Yes,No,3.63
8559,w99u6b3d8y8brkx5,9/10/2025 20:27,9/10/2025 20:32,Qualified,USA,No Changes,3.53,Quest,42.370271986400000,0,"Yes, I consent",Female,No,No,No,No,No,No,No,No,Yes,24,No,No,No,Yes,No,Yes,No,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,7 to 12 months ago,No,,No,No,No,No,No,No,No,No,Yes,No,0.87,8,Agree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Neither agree nor disagree,No,Satisfied,Because It a trustworthy brand and easy to use.,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Agree,Neither agree nor disagree,No,No,Applies,Applies,Applies,Does not Apply,Applies,No,Agree,Strongly agree,Yes,No,2.61
8576,gad8dy8fphjnntek,9/10/2025 23:03,9/10/2025 23:13,Qualified,USA,No Changes,8.13,Quest,62.482310895000000,2,"Yes, I consent",Male,No,No,No,No,No,No,No,No,Yes,43,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Daily disposable - intended to be thrown out after 1 day of wear,,No,Yes,No,No,No,No,No,No,No,No,No,No,,7 to 12 months ago,No,,Yes,No,No,No,No,No,Yes,No,No,No,3.51,8,Strongly agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,No,Satisfied,"They stay comfortable all day long even after hours of screen time, and I never feel any dryness or irritation in my eyes during use.",Agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,No,Yes,Applies,Applies,Applies,Applies,Applies,Yes,Agree,Agree,Yes,No,4.59
